X,Y,OBJECTID,Mine_ID,MineName,Address,Latitude,Longitude,LAS_CODE,LAS_Name,ReportYear,ReportType,Acres_Dist,MineStatus,Rec_Status,Operator,Opt_Street,Opt_City,Opt_State,Opt_Zip,OptCountry,Owner,Owr_Street,Owr_City,Owr_State,Owr_Zip,OwrCountry,RP_Number,PriProduct,Other_Prod,Opt_Type,Permit_Num,PermitAcre,Mech_Total,FaceAmount
-13467431.9962,4858235.3189,2021203,91-32-0016,SPANISH CREEK-RECLAIMED,PO BOX 989,39.946944,-120.98,32.00 ,County of Plumas,2004,2 ,100,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RECLAMATION NOT STARTED,SPANISH CREEK SAND & GRAVEL,PO BOX 989,QUINCY,CA,95971,,"CHATFIELD RANCH, LLC",PO BOX 989,QUINCY,CA,95971,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,BLANK,100.00,36200,
-13468730.7607,4858275.6858,2021204,91-32-0030,SPANISH CREEK-RECLAIMED,PO BOX 989,39.947222,-120.991667,32.00 ,County of Plumas,2004,2 ,7,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,SPANISH CREEK SAND & GRAVEL,PO BOX 989,QUNICY,CA,95971,,"CHATFIELD RANCH, LLC",PO BOX 989,QUINCY,CA,95971,,,Sand and Gravel,,OPEN PIT,BLANK,10.00,17000,
-13471451.8543,4858517.7457,2021205,91-32-0011,DEVIL'S ELBOW PLACER CLAIM-RECLAIMED,,39.948889,-121.016111,32.00 ,County of Plumas,1995,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"PLUMAS COUNTY, DEPARTMENT OF PUBLIC WORKS",1834 E. MAIN STREET,QUINCY,CA,95971,,"PLUMAS COUNTY, DEPARTMENT OF PUBLIC WORKS",1834 E. MAIN STREET,QUINCY,CA,95971,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,BLANK,,,
-13617836.9847,4859566.4978,2021206,91-52-0014,NICOL PIT #388,9380 SAN BENITO AVENUE,39.956111,-122.331111,52.00 ,"County of Tehama
",2021,2 ,5,ACTIVE,RECLAMATION NOT STARTED,TEHAMA COUNTY,9380 SAN BENITO AVENUE,GERBER,CA,96035,,"TEHAMA COUNTY, ROAD DEPARTMENT",9380 SAN BENITO AVENUE,GERBER,CA,96035,,,Sand and Gravel,,OPEN PIT,Vested,0.00,4400,2806.44
-13478934.9731,4859566.4978,2021207,91-32-0015,SOPER PIT,P.O. BOX 239,39.956111,-121.083333,32.00 ,County of Plumas,2021,2 ,15.5,ACTIVE,RECLAMATION IN PROGRESS,"SPANISH CREEK & GRAVEL, LLC",P.O. BOX 239,QUINCY,CA,95971,,"SPANISH CREEK & GRAVEL, LLC",P.O. BOX 3908,QUINCY,CA,95971,,MR 5-91/92-01,Sand and Gravel,,TAILINGS PROCESSING,MR 5-91,3.00,28060.54,19780.54
-13602406.8788,4861704.7153,2021208,91-52-0032,FISHMAN PIT,6069 HIGHWAY 99 WEST,39.970833,-122.1925,52.00 ,"County of Tehama
",2007,2 ,30,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"THOMES CREEK ROCK, INC.",6069 HIGHWAY 99W,CORNING,CA,96021,,"THOMES CREEK ROCK, INC.",6069 HIGHWAY 99W,CORNING,CA,96021,,,Sand and Gravel,,OPEN PIT,RP93-5,53.00,6690,0
-13601015.3851,4862148.6253,2021209,91-52-0006,THOMES CREEK ROCK,6069 HIGHWAY 99 WEST,39.973889,-122.18,52.00 ,"County of Tehama
",2012,2 ,0,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"THOMES CREEK ROCK, INC.",6069 HIGHWAY 99W,CORNING,CA,96021,,"THOMES CREEK ROCK, INC.",6069 HIGHWAY 99W,CORNING,CA,96021,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,PRP 91-1 AMENDE,288.00,,0
-13604787.8913,4862431.0181,2021210,91-52-0008,RED BLUFF PLANT,P.O. BOX 636,39.975833,-122.213889,52.00 ,"County of Tehama
",2022,2 ,0.5,ACTIVE,RECLAMATION IN PROGRESS,"NORTH VALLEY ROCK, LLC",PO BOX 636,ORLAND,CA,95963,US,"NORTH VALLEY ROCK, LLC",PO BOX 636,ORLAND,CA,95963,US,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,UP 86-4,87.00,25000,3094.73
-13604602.3218,4862955.5871,2021211,91-52-0007,RED BLUFF ROCK/ WILLIAMS PROPE,,39.979444,-122.212222,52.00 ,"County of Tehama
",1993,2 ,0,RECLAIMED,RECLAMATION NOT STARTED,BEIGH,PO BOX 636,ORLAND,CA,95963,,"VALLEY ROCK PRODUCTS, INC.",PO BOX 636,ORLAND,CA,95963,,,Sand and Gravel,,"STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,OPEN PIT",CUP-85-11,22.00,,
-13603643.7496,4863117.1326,2021212,91-52-0037,STROMER PIT,P.O. BOX 636,39.980556,-122.203611,52.00 ,"County of Tehama
",2022,2 ,3,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,"NORTH VALLEY ROCK, LLC",PO BOX 636,ORLAND,CA,95963,,"NORTH VALLEY ROCK, LLC",PO BOX 636,ORLAND,CA,95963,US,,Sand and Gravel,,OPEN PIT,94-16,72.00,9374.9,
-13594552.6208,4863318.7776,2021213,91-52-0015,DOYLE PIT #17,9380 SAN BENITO AVENUE,39.981944,-122.121944,52.00 ,"County of Tehama
",2006,2 ,0,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"TEHAMA COUNTY, DEPARTMENT OF PUBLIC WORKS",9380 SAN BENITO AVENUE,GERBER,CA,96035,,"TEHAMA COUNTY, ROAD DEPARTMENT",9380 SAN BENITO AVENUE,GERBER,CA,96035,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,BLANK,0.00,5916,16485.31
-13593748.6714,4863722.3705,2021214,91-52-0041,TCR-2 MINE,6069 HWY. 99W,39.984722,-122.114722,52.00 ,"County of Tehama
",2022,2 ,0,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,"THOMES CREEK ROCK, INC.",6069 HIGHWAY 99W,CORNING,CA,96021,,"THOMES CREEK ROCK, INC.",6069 HIGHWAY 99W,CORNING,CA,96021,,,Sand and Gravel,,OPEN PIT,UP 04-1,136.00,87000,311244.01
-13594119.8106,4863843.5387,2021215,91-52-0042,DOYLE 17 MINE,6069 HIGHWAY 99W,39.985556,-122.118056,52.00 ,"County of Tehama
",2022,2 ,0,ACTIVE,RECLAMATION IN PROGRESS,"THOMES CREEK ROCK, INC.",6069 HIGHWAY 99W,CORNING,CA,96021,,"THOMES CREEK ROCK, INC.",6069 HIGHWAY 99W,CORNING,CA,96021,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,UP 07-9,63.00,20000,11020.14
-13595418.4638,4863924.1731,2021216,91-52-0003,FOX SAND AND GRAVEL,24154 MARIA ROAD,39.986111,-122.129722,52.00 ,"County of Tehama
",2013,2 ,,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RECLAMATION IN PROGRESS,FOX'S SAND & GRAVEL,24154 MARIA ROAD,CORNING,CA,96021,,KAHLE,24154 MARIA ROAD,CORNING,CA,96021,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,BLANK,80.00,,0
-13583142.373,4864004.9534,2021217,91-52-0028,DEER CREEK ROCK,p.o. box 3100,39.986667,-122.019444,52.00 ,"County of Tehama
",2021,2 ,29,ACTIVE,RECLAMATION IN PROGRESS,"FRANKLIN CONSTRUCTION COMPANY, INC.",PO BOX 3100,CHICO,CA,95928,,"FRANKLIN CONSTRUCTION COMPANY, INC.",PO BOX 3100,CHICO,CA,95928,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,90-25,33.00,35263.12,36176
-13596686.2814,4864569.9981,2021218,91-52-0026,ABEL RANCH,,39.990556,-122.141111,52.00 ,"County of Tehama
",2000,2 ,1,RECLAIMED,RECLAMATION NOT STARTED,ABEL RANCH,6174 SAN DIEGO ROAD,CORNING,CA,96021,,ABEL RANCH,6174 SAN DIEGO ROAD,CORNING,CA,96021,,,Sand and Gravel,,,,,,0
-13779064.6768,4866144.1273,2021219,91-23-0036,COOKS VALLEY - MENDOCINO,PO BOX 1006,40.001389,-123.779444,23.00 ,County of Mendocino,2022,2 ,0,CLOSED NO INTENT TO RESUME,RECLAMATION IN PROGRESS,MERCER-FRASER COMPANY,PO Box 1006,Eureka,CA,95502,,MERCER-FRASER COMPANY,PO BOX 1006,EUREKA,CA,95502,US,UR 12-88/12,Rock,,QUARRY,,53.00,,46488
-13778786.378,4866830.3531,2021220,91-12-0006,COOKS VALLEY,PO BOX 1006,40.006111,-123.776944,12.00 ,County of Humboldt,2022,2 ,0,CLOSED NO INTENT TO RESUME,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"MERCER-FRASER COMPANY, INC.",PO Box 1006,Eureka,CA,95502,,"MERCER-FRASER COMPANY, INC.",PO BOX 1006,EUREKA,CA,95502,US,CUP 21-88,Rock,,QUARRY,,10.00,,1572.98
-13491242.0107,4867113.0245,2021221,91-32-0024,RICH BAR MINE- EXEMPT 2714 (D),,40.008056,-121.193889,32.00 ,County of Plumas,2002,2 ,0.25,EXEMPT,RECLAMATION NOT STARTED,RICH BAR MINING COMPANY,2312 CHANDLER ROAD,QUINCY,CA,95971,,ALTHOFF,PO BOX 8,BELDIN,CA,95915,,,Gold (Placer),,OPEN PIT,,,,
-13439261.9311,4867274.4924,2021222,91-32-0020,STINKING BADGES- Admin closure_Reclaimed,,40.009167,-120.726944,32.00 ,County of Plumas,1995,2 ,0,RECLAIMED,RECLAMATION NOT STARTED,BORBAS,4214 S. QUEEN AVENUE,MINNEAPOLIS,MN,55410,,BORBAS,4214 S. QUEEN AVENUE,MINNEAPOLIS,MN,55410,,,Gold (Placer),,OPEN PIT,BLANK,,,
-13794371.1067,4867799.3174,2021223,91-12-0082,BAKER CREEK QUARRY,PO BOX 186,40.012778,-123.916944,12.00 ,County of Humboldt,2022,2 ,1.8,ACTIVE,RECLAMATION NOT STARTED,"G.R. WILCOX ENTERPRISES, INC",P.O. BOX 186,WHITETHORN,CA,95589,,"G.R. WILCOX ENTERPRISES, INC",P.O. BOX 186,WHITETHORN,CA,95589,US,,Shale,,QUARRY,CUP-03-13,15.00,20000,5876.45
-13577143.5882,4868324.1702,2021224,91-52-0002,CARMICHAEL ROCK QUARRY,1437 FURNEAUX ROAD,40.016389,-121.965556,52.00 ,"County of Tehama
",2022,2 ,0,ACTIVE,RECLAMATION NOT STARTED,"NORDIC INDUSTRIES,  LLC",1437 Furneaux Road,Olivehurst,CA,95961,US,"NORDIC INDUSTRIES,  LLC",1437 Furneaux Road,Olivehurst,CA,95961,US,,Rock,,QUARRY,,180.00,,28366
-13762088.4544,4869010.5469,2021225,91-12-0024,DREWRY QUARRY,1106 SECOND STREET,40.021111,-123.626944,12.00 ,County of Humboldt,2021,2 ,2,ACTIVE,RECLAMATION NOT STARTED,HUMBOLDT COUNTY  DEPARTMENT OF PUBLIC WORKS,1106 SECOND STREET,EUREKA,CA,95501,,HUMBOLDT COUNTY  DEPARTMENT OF PUBLIC WORKS,1106 SECOND STREET,EUREKA,CA,95501,,SMP02-92,Stone,,QUARRY,"CUP-19-92,SMP-02-92",,,14718.98
-13476863.2061,4869010.5469,2021226,91-32-0005,TWAIN ENTERPRISES,P.O. BOX 219,40.021111,-121.064722,32.00 ,County of Plumas,2021,2 ,0,CLOSED NO INTENT TO RESUME,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,LEHR,PO BOX 43,TAYLORSVILLE,CA,95983,,LEHR,PO BOX 43,TAYLORSVILLE,CA,95983,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,SMR 12/14/84-06,19.00,1247.66,0
-13747462.4092,4869575.8767,2021227,91-53-0017,ISLAND MOUNTAIN QUARRY,,40.025,-123.495556,53.00 ,County of Trinity,2001,2 ,0,CLOSED - NEVER OPERATED,RECLAMATION NOT STARTED,NORTH COAST RAILROAD AUTHORITY,501 ASTI ROAD,CLOVERDALE,CA,95425,,NORTH COAST RAILROAD AUTHORITY,501 ASTI ROAD,CLOVERDALE,CA,95425,,,Rock,,QUARRY,P-96-39,8.00,32908,
-13516474.4658,4870625.7981,2021228,91-04-0013,"CARR MINE, MERGED TO NEW CARR MINE 04-0038, MODERN REC PLAN",PO BOX 3918,40.032222,-121.420556,04.00 ,County of Butte,2007,2 ,0,CLOSED - MERGED,RECLAMATION IN PROGRESS,ZANDSTRA,PO BOX 3918,RENO,NV,89505,,ZANDSTRA,PO BOX 3918,RENO,NV,89505,,MIN11-0001,Gold (Lode),,OPEN PIT,"059-200-011,059-210-006,059-210-007",,,
-13516041.5443,4870787.3232,2021229,91-04-0038,NEW CARR MINE,PO BOX 461689,40.033333,-121.416667,04.00 ,County of Butte,2015,2 ,0,NEWLY PERMITTED,RECLAMATION NOT STARTED,ENVIRONMENT RESTORATION AND RECLAMATION CO. LLC.,PO BOX 461689,SAN ANTONIO,TX,78246,,ENVIRONMENT RESTORATION AND RECLAMATION CO. LLC.,PO BOX 461689,SAN ANTONIO,TX,78246,,,NOT REPORTED,,OPEN PIT,MIN 11-2,200.00,,66893
-13465762.2038,4873493.5136,2021230,91-32-0013,DELEWARE PLACER-RECLAIMED,,40.051944,-120.965,32.00 ,County of Plumas,1996,2 ,0,RECLAIMED,RECLAMATION NOT STARTED,B & R QUARRIES,PO BOX 246198,SACRAMENTO,CA,95824,,B & R QUARRIES,PO BOX 246198,SACRAMENTO,CA,95824,,,Limestone,,QUARRY,BLANK,,,
-13376428.3124,4878019.1017,2021231,91-18-0018,COWBOY JOE-RECLAIMED,1657 RIVERSIDE DRIVE,40.083056,-120.1625,18.00 ,County of Lassen,2009,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,"GARNER, DEPT OF TRANSPORTATION",PO BOX 496073,REDDING,CA,96001,,"GARNER, DEPT OF TRANSPORTATION",PO BOX 496073,REDDING,CA,96001,,,Sand and Gravel,,OPEN PIT,94-130,10.00,,0
-13377510.5605,4878463.597,2021232,91-18-0028,GRAVIER PIT,"707 NEVADA STREET, SUITE 4",40.086111,-120.172222,18.00 ,County of Lassen,2022,2 ,6,ACTIVE,RECLAMATION NOT STARTED,"LASSEN COUNTY, DEPARTMENT OF PUBLIC WORKS","707 NEVADA STREET, SUITE 4",SUSANVILLE,CA,96130,,"LASSEN COUNTY, DEPARTMENT OF PUBLIC WORKS","707 NEVADA STREET, SUITE 4",SUSANVILLE,CA,96130,US,81-82-19,Sand and Gravel,,OPEN PIT,2005-008,32.00,,89470.9
-13781507.583,4879150.6763,2021233,91-12-0023,RANDALL SAND & GRAVEL QUARRY,P.O. BOX 339,40.090833,-123.801389,12.00 ,County of Humboldt,2022,2 ,3.5,ACTIVE,RECLAMATION NOT STARTED,STUDEBAKER,PO Box 339,Garberville,CA,95542,US,STUDEBAKER,PO BOX 339,GARBERVILLE,CA,95542,US,,Rock,,QUARRY,SMP-04-01,2.00,4994.79,12989.76
-13628195.9312,4879150.6763,2021234,91-52-0012,EATON PIT #100,9380 SAN BENITO AVENUE,40.090833,-122.424167,52.00 ,"County of Tehama
",2021,2 ,11,ACTIVE,RECLAMATION NOT STARTED,TEHAMA COUNTY,9380 SAN BENITO AVENUE,GERBER,CA,96035,,"TEHAMA COUNTY, DEPARTMENT OF PUBLIC WORKS",9380 SAN BENITO AVENUE,GERBER,CA,96035,,,Sand and Gravel,,OPEN PIT,VESTED,0.00,3250,2294.33
-13781012.7678,4879352.7931,2021235,91-12-0014,RANDALL SAND & GRAVEL (AKA RANDALL BARS),P.O. BOX 339,40.092222,-123.796944,12.00 ,County of Humboldt,2022,2 ,0,ACTIVE,RECLAMATION NOT STARTED,STUDEBAKER,PO BOX 339,GARBERVILLE,CA,95542,,STUDEBAKER,PO BOX 339,GARBERVILLE,CA,95542,US,,Sand and Gravel,,OPEN PIT,SMP-02-04,85.00,2529.83,3124.3
-13378623.7554,4879433.6992,2021236,91-18-0003,DOYLE PLANT-RECLAIMED,P.O. BOX 67,40.092778,-120.182222,18.00 ,County of Lassen,2010,2 ,0,RECLAIMED,RECLAMATION IN PROGRESS,GREGG,PO BOX 67,DOYLE,CA,96130,,GREGG,PO BOX 67,DOYLE,CA,96130,,,Decorative Rock,,OPEN PIT,71-72-4,200.00,,0
-13595109.2182,4879595.3679,2021237,91-52-0021,WILLIS C. HICKMAN,,40.093889,-122.126944,52.00 ,"County of Tehama
",1992,2 ,,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,HICKMAN,16885 HICKMAN LANE,COTTONWOOD,CA,96022,,HICKMAN,16885 HICKMAN LANE,COTTONWOOD,CA,96022,,,Sand and Gravel,,OPEN PIT,RP88-1,1.00,,
-13781074.6615,4881737.9092,2021238,91-12-0048,WALLAN & JOHNSON GRAVEL BAR,601 HILLCREST DRIVE,40.108611,-123.7975,12.00 ,County of Humboldt,2021,2 ,0,IDLE,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,WALLAN & JOHNSON CONSTRUCTION,601 HILLCREST DRIVE,GARBERVILLE,CA,95540,,WALLAN & JOHNSON CONSTRUCTION,601 HILLCREST DRIVE,GARBERVILLE,CA,95542,,SMR 12-91,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,SMR-12-91,9.00,7500,830
-13768087.3504,4882425.2157,2021239,91-12-0085,KERCHER QUARRY,1106 SECOND STREET,40.113333,-123.680833,12.00 ,County of Humboldt,2021,2 ,1.5,ACTIVE,RECLAMATION NOT STARTED,HUMBOLDT COUNTY  DEPARTMENT OF PUBLIC WORKS,1106 SECOND STREET,EUREKA,CA,95501,,"HUMBOLDT COUNTY, DEPARTMENT OF PUBLIC WORKS",1106 SECOND STREET,EUREKA,CA,95501,,RP 12-006,Stone,,QUARRY,"CUP 12-16, SMP 12-06 EFF",3.00,,16432.92
-13778941.0008,4882667.8657,2021240,91-12-0011,WALLAN QUARRY,PO BOX 245,40.115,-123.778333,12.00 ,County of Humboldt,2022,2 ,10,ACTIVE,RECLAMATION NOT STARTED,WALLAN,PO BOX 245,MIRANDA,CA,95553,,WALLAN,PO BOX 245,MIRANDA,CA,95553,US,SMR 01-89,Stone,,QUARRY,CUP 06-30,10.00,14000,8024.21
-13619939.6986,4882910.5218,2021241,91-52-0031,JAMES E. BYRNE,,40.116667,-122.35,52.00 ,"County of Tehama
",2001,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,BYRNE,PO BOX 627,RED BLUFF,CA,96080,,BYRNE,PO BOX 627,RED BLUFF,CA,96080,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,UP79-13,40.00,1100,
-13379334.9757,4883921.3857,2021242,91-18-0034,AZEVEDO PIT,473-921 RICHMOND ROAD,40.123611,-120.188611,18.00 ,County of Lassen,2019,2 ,0,CLOSED - RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,AZEVEDO RANCH,473-921 RICHMOND ROAD,SUSANVILLE,CA,96130,,AZEVEDO,473-921 RICHMOND ROAD,SUSANVILLE,CA,96130,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,11-01-89,40.00,10000,
-13479584.411,4884042.6556,2021243,91-32-0040,SENECA GOLD MINE,P.O. BOX 2007,40.124444,-121.089167,32.00 ,County of Plumas,,,,RECLAIMED,,,,,,,,,,,,,,,,,,,,,
-13610817.7342,4884689.7929,2021244,91-52-0018,HAYMONS MINE,1039 OAK STREET,40.128889,-122.268056,52.00 ,"County of Tehama
",2002,2 ,0,RECLAIMED,RECLAMATION NOT STARTED,AL-BON CORPORATION,1039 OAK STREET,RED BLUFF,CA,96080,,AL-BON CORPORATION,215 TREASURE DRIVE,RED BLUFF,CA,96080,,,Sand and Gravel,,,86-9,10.00,1100,0
-13608776.8027,4884932.4985,2021245,91-52-0030,RED BANK CREEK MINE,22645 FISHER ROAD,40.130556,-122.249722,52.00 ,"County of Tehama
",2021,2 ,10,ACTIVE,RECLAMATION IN PROGRESS,"TEHAMA ASPHALT PROCESSING, INC.",22645 FISHER ROAD,RED BLUFF,CA,96080,,RAMSEY,22645 FISHER ROAD,RED BLUFF,CA,96080,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,85-8,5.00,,5418.26
-13608684.0735,4885013.3046,2021246,91-53-0030,MONITOR ROCK QUARRY,P.O. BOX 2250,40.131111,-122.248889,53.00 ,County of Trinity,2016,2 ,0,NEWLY PERMITTED,RECLAMATION NOT STARTED,CONCRETE AGGREGATE PRODUCTS,PO BOX 2250,WEAVERVILLE,CA,96093,,ROBISON,PO BOX 2250,HAYFORK,CA,96093,,,Rock,,QUARRY,9-03-19,4.00,,
-13607910.9597,4885296.4953,2021247,91-52-0009,RED BANK CREEK-DALES PIT,,40.133056,-122.241944,52.00 ,"County of Tehama
",1996,2 ,0,RECLAIMED,RECLAMATION CERTIFIED COMPLETE BY LEAD AGENCY,RED BLUFF ROCK,PO BOX 636,ORLAND,CA,95963,,"VALLEY ROCK PRODUCTS, INC.",PO BOX 636,ORLAND,CA,95963,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,78-14,40.00,,
-13393404.5348,4886995.2269,2021248,91-18-0002,HONEY LAKE PIT,HIGHWAY 395,40.144722,-120.315,18.00 ,County of Lassen,2022,2 ,20,IDLE,RECLAMATION NOT STARTED,"BALDWIN CONTRACTING COMPANY, INC.",HIGHWAY 395,MILFORD,CA,96121,,"BALDWIN CONTRACTING COMPANY, INC.",1764 SKYWAY,CHICO,CA,95928,US,,Sand and Gravel,,OPEN PIT,,20.00,50200.78,63917.76
-13609302.4533,4889625.0065,2021249,91-52-0025,HUB JOHNSON,P.O. BOX 732,40.162778,-122.254444,52.00 ,"County of Tehama
",2016,2 ,0.5,RECLAIMED,RECLAMATION IN PROGRESS,"BEN'S TRUCK & EQUIPMENT, INC.",PO BOX 732,RED BLUFF,CA,96080,,"BEN'S TRUCK & EQUIPMENT, INC.",PO BOX 732,RED BLUFF,CA,96080,,,Sand and Gravel,,OPEN PIT,,6.00,500,
-13475904.6339,4890393.8568,2021250,91-32-0007,GOLDSTRIPE OPERATIONS,,40.168056,-121.056111,32.00 ,County of Plumas,1995,2 ,,ABANDONED,RECLAMATION IN PROGRESS,"CALGOM MINING, INC.","1660 WYNKOOP STREET, SUITE 1000",DENVER,CO,80202-1132,,"CALGOM MINING, INC.","1660 WYNKOOP STREET, SUITE 1000",DENVER,CO,80202-1132,,,Gold (Lode),,,,,,
-13770530.2567,4892862.5066,2021251,91-12-0027,FORT SEWARD QUARRY,1106 SECOND STREET,40.185,-123.702778,12.00 ,County of Humboldt,2021,2 ,1,ACTIVE,RECLAMATION NOT STARTED,HUMBOLDT COUNTY  DEPARTMENT OF PUBLIC WORKS,1106 SECOND STREET,EUREKA,CA,95501,,HUMBOLDT COUNTY DEPARTMENT OF PUBLIC WORKS,1106 SECOND STREET,EUREKA,CA,95501,,CUP-01-93XM,Shale,,QUARRY,"CUP 01-93/,SMP 01-93",,,8871.79
-13607137.9571,4893995.9259,2021252,91-52-0039,ADOBE ROAD BORROW SITE,PO BOX 992750,40.192778,-122.235,70.00 ,State Mining & Geology Board,2008,2 ,0,RECLAIMED,RECLAMATION IN PROGRESS,"LADD & ASSOCIATES, INC.",P.O. BOX 992750,REDDING,CA,96099,,"LADD & ASSOCIATES, INC.",P.O. BOX 992750,REDDING,CA,96099,,,Fill Dirt,,UNDETERMINED,"12621,12631",,62110,0
-13606797.7648,4894481.6543,2021253,91-52-0004,HEITMAN DIBBLE CR.,,40.196111,-122.231944,52.00 ,"County of Tehama
",1993,2 ,1,RECLAIMED,RECLAMATION NOT STARTED,HEITMAN,14744 MCCOY ROAD,RED BLUFF,CA,96080,,HEITMAN,14744 MCCOY ROAD,RED BLUFF,CA,96080,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,UP87-4,0.00,,
-13641646.9993,4894886.5191,2021254,91-52-0001,EATON PIT #100,,40.198889,-122.545,52.00 ,"County of Tehama
",1994,2 ,2,RECLAIMED,RECLAMATION IN PROGRESS,"TEHAMA COUNTY, ROAD DEPARTMENT",9380 SAN BENITO AVENUE,GERBER,CA,96035,,"TEHAMA COUNTY, ROAD DEPARTMENT",9380 SAN BENITO AVENUE,GERBER,CA,96035,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,BLANK,,,
-13599005.4004,4894886.5191,2021255,91-52-0017,SALT CREEK,P.O. BOX 1035,40.198889,-122.161944,52.00 ,"County of Tehama
",2022,2 ,0,ACTIVE,RECLAMATION IN PROGRESS,OUTBACK CONSTRUCTION INC.,PO BOX 1035,RED BLUFF,CA,96080,,OUTBACK CONSTRUCTION INC.,PO BOX 1035,RED BLUFF,CA,96080,US,,Rock,,QUARRY,UP 89-1,20.00,14268.66,10241.13
-13786176.7677,4895534.2208,2021256,91-12-0016,BEAR BUTTES QUARRY,PO Box 1340,40.203333,-123.843333,12.00 ,County of Humboldt,2022,2 ,23,ACTIVE,RECLAMATION NOT STARTED,,P.O. BOX 1340,BLUE LAKE,CA,95525,US,,P.O. BOX 1340,BLUE LAKE,CA,95525,US,SMR 11-912,Rock,,QUARRY,,27.00,13736,21516
-13750152.556,4895534.2208,2021257,91-53-0027,MUD CREEK QUARRY,PO BOX 8,40.203333,-123.519722,53.00 ,County of Trinity,2005,2 ,8,ABANDONED,RECLAMATION IN PROGRESS,WYATT,PO BOX 8,ALDERPOINT,CA,95511,,WYATT,PO BOX 8,ALDERPOINT,CA,95511,,,Stone,,QUARRY,P-01-32,3.00,6500,5932
-13609178.7773,4896101.0674,2021258,91-52-0005,DIBBLE CREEK,22645 FISHER ROAD,40.207222,-122.253333,52.00 ,"County of Tehama
",2021,2 ,5,ACTIVE,RECLAMATION IN PROGRESS,RAMSEY,22645 FISHER ROAD,RED BLUFF,CA,96080,,RAMSEY,22645 FISHER ROAD,RED BLUFF,CA,96080,,,Sand and Gravel,,STREAMBED OR GRAVEL BAR SKIMMING AND PITTING,BLANK,10.00,,1186.09
-13778384.4033,4896222.6325,2021259,91-12-0064,HAGAN QUARRY,PO BOX 613,40.208056,-123.773333,12.00 ,County of Humboldt,2022,2 ,0,IDLE,RECLAMATION NOT STARTED,WHEELER ROCK,P.O. BOX 64,Redway,CA,95560,,WHEELER ROCK,P.O. BOX 64,Redway,CA,95560,US,RP 01-94,Sand and Gravel,,QUARRY,SMP 01-94,15.00,5582.36,16516
